PMID,DOI,Author Information,Abstract
35156576,10.1038/nchem.2889,"(1)Departments of Chemistry and Biochemistry and Biological Chemistry, UCLA-DOE 
Institute, UCLA, Los Angeles, California 90095, USA.
(2)Howard Hughes Medical Institute, UCLA, Los Angeles, California 90095, USA.
(3)Howard Hughes Medical Institute, Janelia Research Campus, 19700 Helix Drive, 
Ashburn, Virginia 20147, USA.

","

Aggregated tau protein is associated with over 20 neurological disorders, which 
include Alzheimer's disease. Previous work has shown that tau's sequence 
segments VQIINK and VQIVYK drive its aggregation, but inhibitors based on the 
structure of the VQIVYK segment only partially inhibit full-length tau 
aggregation and are ineffective at inhibiting seeding by full-length fibrils. 
Here we show that the VQIINK segment is the more powerful driver of tau 
aggregation. Two structures of this segment determined by the cryo-electron 
microscopy method micro-electron diffraction explain its dominant influence on 
tau aggregation. Of practical significance, the structures lead to the design of 
inhibitors that not only inhibit tau aggregation but also inhibit the ability of 
exogenous full-length tau fibrils to seed intracellular tau in HEK293 biosensor 
cells into amyloid. We also raise the possibility that the two VQIINK structures 
represent amyloid polymorphs of tau that may account for a subset of prion-like 
strains of tau."
29359764,10.1016/bs.mcb.2017.06.001,"(1)Neuroscience Research Institute, University of California, Santa Barbara, 
Santa Barbara, CA, United States; University of California, Santa Barbara, Santa 
Barbara, CA, United States.
(2)University of California, Santa Barbara, Santa Barbara, CA, United States.
(3)Neuroscience Research Institute, University of California, Santa Barbara, 
Santa Barbara, CA, United States; College of Creative Studies, University of 
California, Santa Barbara, Santa Barbara, CA, United States.
(4)Neuroscience Research Institute, University of California, Santa Barbara, 
Santa Barbara, CA, United States.
(5)Neuroscience Research Institute, University of California, Santa Barbara, 
Santa Barbara, CA, United States; University of California, Santa Barbara, Santa 
Barbara, CA, United States; College of Creative Studies, University of 
California, Santa Barbara, Santa Barbara, CA, United States. Electronic address: 
feinstei@lifesci.ucsb.edu.

","
In this chapter, we describe methods for the purification of both untagged and 
polyhistidine-tagged tau protein. These protocols utilize a bacterial expression 
system to produce the tau isoform of interest, followed by heat treatment and 
column chromatography to separate tau from impurities. These techniques yield a 
biochemically pure protein with which to pursue any number of questions 
regarding the mechanisms of tau action.

© 2017 Elsevier Inc. All rights reserved."
28882309,10.1007/978-1-61779-551-0_32,"(1)Axe Neurosciences, Centre Hospitalier de l'Université Laval, Québec, QC, 
Canada.

","
Tau is a highly soluble microtubule-associated protein (MAP) that is abundant in 
the central nervous system and expressed mainly in neuronal axons. Intracellular 
aggregates of insoluble tau protein are present in a group of neurodegenerative 
diseases called tauopathies, which include Alzheimer's disease. Numerous 
transgenic mouse models of tauopathies have been produced in the last decade, 
and analysis of insoluble tau in these animals has provided a powerful tool to 
understand the development of tau pathology. In this short chapter, we aim at 
reviewing the two main isolation methods, sarkosyl and formic acid extraction 
(and their variations), used for the biochemical isolation of insoluble tau in 
transgenic mouse models of tauopathy, and discuss their advantages and 
drawbacks."
22528110,10.1242/jcs.102.2.227,"(1)Program in Neuroscience, Harvard Medical School, Boston, MA.

","The microtubule-associated protein tau is a developmentally regulated family of 
neuronal phosphoproteins that promotes the assembly and stabilization of 
microtubules. The carboxy-terminal half of the protein contains three copies of 
an imperfectly repeated sequence; this region has been found to bind 
microtubules in vitro. In addition, a fourth copy of the repeat has been found 
in adult-specific forms of tau protein. To examine the structure and function of 
tau protein in vivo, we have transiently expressed fetal and adult forms of tau 
protein and tau protein fragments in tissue culture cells. Biochemical analysis 
reveals full-length products with heterogeneity in post-translational 
modification synthesized in the cells. Immunofluorescent staining of transfected 
cells shows that, under our conditions, sequences on both sides of the repeat 
region are required for in vivo microtubule co-localization. These additional 
regions may be required either for enhancing microtubule contacts or for proper 
protein folding in the cell. In our expression system, the bundling of cellular 
microtubules occurs only in transfections using four-repeat tau constructs; any 
four-repeat construct capable of binding is also able to induce bundling. Our 
data suggest that the presence of bundles is correlated with enhanced 
microtubule stability; factors that increase stability such as higher levels of 
tau protein expression or the presence of the fourth repeat, increase the 
fraction of transfected cells showing bundles. Finally, the presence of tau 
protein in the cell allows all interphase microtubules to become acetylated, a 
post-translational modification usually reserved for a subset of stable cellular 
microtubules."
1400630,10.1186/s40478-019-0682-x,"(1)Department of chemistry and biochemistry, University of California Santa 
Barbara, Santa Barbara, CA, 93106, USA.
(2)Dementia Research group, School of Life Sciences, University of Sussex, 
Falmer, E Sussex, BN1 9QG, UK.
(3)Chemistry Department, Science College, Mustansiriyah University, Baghdad, 
Iraq.
(4)Aix-Marseille University, CNRS, INP, Inst Neurophysiopathol, Fac Pharm, 
Marseille, France.
(5)University of Lille, CNRS, UMR8576, 59000, Lille, France.
(6)Functional Biology, KU Leuven, Kasteelpark Arenberg 31, Box 2433, 3001, 
Heverlee, Belgium.
(7)Pharmabs, KU Leuven, Herestraat 49, box 820, B 3000, Leuven, Belgium.
(8)ADx NeuroSciences NV, Technologiepark Zwijnaarde 94, 9052, Ghent, Belgium.
(9)Life Molecular Imaging, Berlin, Germany.
(10)Neurology Department, Cliniques Universitaires Saint-Luc, 10 Avenue 
Hippocrate, 1200 Brussels, Belgium.
(11)Gordon Center for Medical Imaging, Radiology Department, Massachusetts 
General Hospital, Harvard Medical School, Boston, MA, USA.
(12)CIBERNED (Network Center for Biomedical Research in Neurodegenerative 
Diseases), Madrid, Spain.
(13)CIEN Foundation, Queen Sofia Foundation Alzheimer Center, Madrid, Spain.
(14)University of Lille, Inserm, CHU-Lille, UMRS1172, 59000, Lille, France. 
luc.buee@inserm.fr.
(15)University of Lille, CNRS, UMR8576, 59000, Lille, France. 
lsabelle.landrieu@univ-lille.fr.

","
Insights into tau molecular structures have advanced significantly in recent 
years. This field has been the subject of recent breakthroughs, including the 
first cryo-electron microscopy structures of tau filaments from Alzheimer's and 
Pick's disease inclusions, as well as the structure of the repeat regions of tau 
bound to microtubules. Tau structure covers various species as the tau protein 
itself takes many forms. We will here address a range of studies that help to 
define the many facets of tau protein structures and how they translate into 
pathogenic forms. New results shed light on previous data that need now to be 
revisited in order to up-date our knowledge of tau molecular structure. Finally, 
we explore how these data can contribute the important medical aspects of this 
research - diagnosis and therapeutics."
30823892,10.1046/j.1471-4159.2003.02287.x,"(1)Paul Flechsig Institute of Brain Research, Department of Neuroanatomy, 
University of Leipzig, Leipzig, Germany.

","

Filamentous tau protein deposits are a pathological hallmark of a group of 
neurodegenerative disorders (tauopathies). Tau protein in these aggregates is 
highly phosphorylated at different phosphorylation sites. Although tau filaments 
can be formed by heparin-induced aggregation of unphosphorylated recombinant 
tau, it is not known how tau phosphorylation modulates aggregation behaviour. 
Analysis of the effect of tau phosphorylation at defined single or multiple 
sites is hampered by the low specificity of protein kinases and the highly 
dynamic turnover of phosphorylation in vivo. To overcome this problem we 
employed site-directed mutagenesis to convert serine and threonine to aspartic 
acid or glutamic acid, which introduce a negative charge and conformational 
change that mimic phosphorylation. We tested 14 different mutated tau proteins 
for their propensity for self-aggregation and formation of tau filaments. Tau 
aggregation was monitored with thioflavin S fluorescence in the presence of 
different inducers such as heparin, Al3+, Fe2+ and Fe3+. We found that mutations 
in the N-terminal portion up to amino acid 208 mainly suppress tau aggregation, 
whereas mutations in the C-terminal region mainly lead to an enhanced 
aggregation. Mutations in the middle portion of tau showed a mixed picture of 
suppression and enhancement of aggregation. A single amino acid change Ser422Glu 
has aggregation-favouring properties with all four inducers."
15009652,10.1007/978-981-32-9358-8_3,"(1)Université de Lille, CNRS, UMR 8576 - UGSF - Unité de Glycobiologie 
Structurale et Fonctionnelle, Lille, France.
(2)Université de Lille, CNRS, UMR 8576 - UGSF - Unité de Glycobiologie 
Structurale et Fonctionnelle, Lille, France. isabelle.landrieu@univ-lille.fr.

","
Although Tau is an intrinsically disordered protein, some level of structure can 
still be defined, corresponding to short stretches of dynamic secondary 
structures and a preferential global fold described as an ensemble of 
conformations. These structures can be modified by Tau phosphorylation, and 
potentially other post-translational modifications. The analytical capacity of 
Nuclear Magnetic Resonance (NMR) spectroscopy provides the advantage of offering 
a residue-specific view of these modifications, allowing to link specific sites 
to a particular structure. The cis or trans conformation of X-Proline peptide 
bonds is an additional characteristic parameter of Tau structure that is 
targeted and modified by prolyl cis/trans isomerases. The challenge in molecular 
characterization of Tau lies in being able to link structural parameters to 
functional consequences in normal functions and dysfunctions of Tau, including 
potential misfolding on the path to aggregation and/or perturbation of the 
interactions of Tau with its many molecular partners. Phosphorylation of Ser and 
Thr residues has the potential to impact the local and global structure of Tau."
32096026,10.3233/JAD-160542,"(1)Research and Development, Veterans Affairs Puget Sound Health Care System, 
Seattle, WA, USA.
(2)Division of Gerontology and Geriatric Medicine, Department of Medicine, 
University of Washington, Seattle, WA, USA.
(3)Institute of Neuroimmunology, Slovak Academy of Sciences, Bratislava, Slovak 
Republic.
(4)Department of Pharmacology and Toxicology, The University of Veterinary 
Medicine and Pharmacy, Kosice, Slovak Republic.
(5)AXON Neuroscience SE, Bratislava, Slovak Republic.
(6)Department of Pathology, University of Washington School of Medicine, 
Seattle, WA, USA.
(7)Department of Pathology, Peking University Health Science Center and Peking 
University Third Hospital, Beijing, China.

","
Tauopathies are a hallmark of many neurodegenerative diseases, including 
Alzheimer's disease and traumatic brain injuries. It has been demonstrated that 
amyloid-beta peptides, alpha-synuclein, and prion proteins cross the blood-brain 
barrier (BBB), contributing to their abilities to induce disease. Very little is 
known about whether tau proteins can cross the BBB. Here we systematically 
characterized several key forms of tau proteins to cross the BBB, including 
Tau-441 (2N4R), Tau-410 (2N3R), truncated tau 151-391 (0N4R), and truncated tau 
121-227. All of these tau proteins crossed the BBB readily and bidirectonally; 
however, only Tau-410 had a saturable component to its influx. The tau proteins 
also entered the blood after their injection into the brain, with Tau 121-227 
having the slowest exit from brain. The tau proteins varied in regards to their 
enzymatic stability in brain and blood and in their peripheral pharmacokinetics. 
These results show that blood-borne tau proteins could contribute to brain 
tauopathies. The result also suggest that the CNS can contribute to blood levels 
of tau, raising the possibility that, as suggested for other misfolded proteins, 
blood levels of tau proteins could be used as a biomarker of CNS disease."
27662303,10.2174/156720511796717177,"(1)George P and Cynthia Woods Mitchell Center for Neurodegenerative Diseases, 
Department of Neurology, University of Texas Medical Branch, Galveston, TX 
77555-0857, USA.
","
The aggregation and accumulation of the microtubule-associated protein (Tau) is 
a pathological hallmark of Alzheimer disease (AD) and many neurodegenerative 
diseases. For a long time research has focused on neurofibrillary tangles (NFTs) 
and other large meta-stable inclusions composed of aggregated 
hyperphosphorylated tau protein. The correlation between these structures and 
disease progression produced conflicting results; moreover, the mechanism of 
their formation remains poorly understood. Lately, the significance and toxicity 
of NFTs have been challenged and a new aggregated tau entity has emerged as the 
true pathogenic species in tauopathies and a possible mediator of Aβ toxicity in 
AD; specifically, aggregates of a size intermediate between monomers and NFTs 
the so-called tau oligomers. Tremendous efforts have been devoted toward the 
optimization of a safe vaccine for AD by targeting Aβ peptide; despite the 
disappointing results, these studies produced a wealth of useful knowledge, 
which should be considered in developing tau-based immunotherapy. Herein, we 
discuss the evidence supporting the critical role of tau oligomers in AD, the 
potential and challenges for targeting them by immunotherapy as a novel approach 
for AD treatment."
21605039,10.1007/s13361-018-2027-6,"(1)Department of Chemistry and Biochemistry, University of California-Los 
Angeles, Los Angeles, CA, 90095, USA.
(2)Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand.
(3)Institute of Chemistry, University of Duisburg-Essen, Essen, Germany.
(4)Center of Medical Biotechnology, Faculty of Biology, University of 
Duisburg-Essen, Universitaetsstrasse, Essen, Germany.
(5)UMR 8576 - UGSF - Unité de Glycobiologie Structurale et Fonctionnelle, 
Université Lille, CNRS, 59000, Lille, France.
(6)Department of Neurology and Brain Research Institute, David Geffen School of 
Medicine, University of California-Los Angeles, Los Angeles, CA, 90095, USA.
(7)Molecular Biology Institute, University of California-Los Angeles, Los 
Angeles, CA, 90095, USA.
(8)Department of Chemistry and Biochemistry, University of California-Los 
Angeles, Los Angeles, CA, 90095, USA. JLoo@chem.ucla.edu.
(9)Molecular Biology Institute, University of California-Los Angeles, Los 
Angeles, CA, 90095, USA. JLoo@chem.ucla.edu.
(10)Department of Biological Chemistry, University of California-Los Angeles, 
Los Angeles, CA, 90095, USA. JLoo@chem.ucla.edu.

Erratum in
    J Am Soc Mass Spectrom. 2019 Mar 1;30(3):561.

","
Native top-down mass spectrometry (MS) and ion mobility spectrometry (IMS) were 
applied to characterize the interaction of a molecular tweezer assembly 
modulator, CLR01, with tau, a protein believed to be involved in a number of 
neurodegenerative disorders, including Alzheimer's disease. The tweezer CLR01 
has been shown to inhibit aggregation of amyloidogenic polypeptides without 
toxic side effects. ESI-MS spectra for different forms of tau protein 
(full-length, fragments, phosphorylated, etc.) in the presence of CLR01 indicate 
a primary binding stoichiometry of 1:1. The relatively high charging of the 
protein measured from non-denaturing solutions is typical of intrinsically 
disordered proteins, such as tau. Top-down mass spectrometry using electron 
capture dissociation (ECD) is a tool used to determine not only the sites of 
post-translational modifications but also the binding site(s) of non-covalent 
interacting ligands to biomolecules. The intact protein and the 
protein-modulator complex were subjected to ECD-MS to obtain sequence 
information, map phosphorylation sites, and pinpoint the sites of inhibitor 
binding. The ESI-MS study of intact tau proteins indicates that top-down MS is 
amenable to the study of various tau isoforms and their post-translational 
modifications (PTMs). The ECD-MS data point to a CLR01 binding site in the 
microtubule-binding region of tau, spanning residues K294-K331, which includes a 
six-residue nucleating segment PHF6 (VQIVYK) implicated in aggregation. 
Furthermore, ion mobility experiments on the tau fragment in the presence of 
CLR01 and phosphorylated tau reveal a shift towards a more compact structure. 
The mass spectrometry study suggests a picture for the molecular mechanism 
of the modulation of protein-protein interactions in tau by CLR01. Graphical 
Abstract ᅟ."
30062477,10.1080/07391102.2023.2273433,"(1)Department of Biology, Faculty of Basic Sciences, Lorestan University, 
Khorramabad, Iran.
(2)Research Center of Oils and Fats, Research Institute for Health Technology, 
Kermanshah University of Medical Sciences, Kermanshah, Iran.
(3)Medical Biology Research Center, Health Technology Institute, Kermanshah 
University of Medical Sciences (KUMS), Kermanshah, Iran.
(4)Department of Biochemistry, Faculty of Biological Sciences, Tarbiat Modares 
University, Tehran, Iran.
","
The aggregation of tau protein in the form of paired helical filament (PHF) 
leads to the breakdown of microtubule structure and the development of 
neurodegenerative disorders, such as Alzheimer's disease. Therefore, inhibiting 
tau protein aggregation is a potential strategy for preventing the progression 
of these disorders. In this study, sulfamethoxazole (SMZ), an antibiotic that 
easily crosses the blood-brain barrier and interacts with tau protein, was 
tested for its ability to inhibit tau aggregation in vitro. Various 
multi-spectroscopic techniques including XRD, LDH cytotoxicity colorimetric 
assay, and microscopic imaging were employed. The results showed that SMZ 
effectively interacts with tau protein through hydrogen and van der Waals 
interactions. It also effectively inhibited tau protein aggregation in vitro and 
significantly reduced toxicity in the SH-SY5Y neuroblastoma cell line. Molecular 
docking and MD simulation results suggested that SMZ may reduce tau protein 
aggregation by interacting with the PHF6 motif. Overall, these findings indicate 
that SMZ has therapeutic potential as a tau protein aggregation inhibitor, at 
least under in vitro conditions. These findings suggest that SMZ has potential 
as a treatment for neurodegenerative disorders involving tau protein 
aggregation. However, further research is needed to confirm these results and 
assess the effectiveness of SMZ in animal models and clinical 
trials.Communicated by Ramaswamy H. Sarma."
37878050,10.1016/j.tins.2008.11.007,"(1)MassGeneral Institute for Neurodegenerative Disease, Massachusetts General 
Hospital and Harvard Medical School, Charlestown, MA 02129, USA.

","
Neurodegenerative tauopathies are marked by their common pathologic feature of 
aggregates formed of hyperphosphorylated tau protein, which are associated with 
synapse and neuronal loss. Changes in tau conformation result in both loss of 
normal function and gain of fibrillogenicity that leads to aggregation. Here, we 
discuss the pathophysiology of tau and emerging evidence of how changes in this 
protein might ultimately lead to neuronal death. In particular, based on recent 
evidence, we propose that a non-apoptotic caspase-associated form of death is 
occurring in tauopathy."
19162340,10.1007/s12264-013-1411-2,"(1)Department of Biochemistry and Molecular Biology, School of Medicine, Nantong 
University, Nantong, 226001, China.
","
The neuronal microtubule-associated protein tau is abnormally 
hyperphosphorylated and aggregated into neurofibrillary tangles in the brains of 
individuals with Alzheimer's disease and related neurodegenerative disorders. 
The adult human brain expresses six isoforms of tau generated by alternative 
splicing of exons 2, 3, and 10 of its pre-mRNA. Exon 10 encodes the second 
microtubule-binding repeat of tau. Its alternative splicing produces tau 
isoforms with either three or four microtubule-binding repeats, termed 3R-tau 
and 4Rtau. In the normal adult human brain, the level of 3R-tau is approximately 
equal to that of 4R-tau. Several silent and intronic mutations of the tau gene 
associated with FTDP-17T (frontotemporal dementia with Parkinsonism linked to 
chromosome 17 and specifically characterized by tau pathology) only disrupt exon 
10 splicing, but do not influence the primary sequence of the tau protein. Thus, 
abnormal exon 10 splicing is sufficient to cause neurodegeneration and dementia. 
Here, we review the regulation of tau exon 10 splicing by cis-elements and 
trans-factors and summarize all the mutations associated with FTDP-17T and 
related tauopathies. The findings suggest that correction of exon 10 splicing 
may be a potential target for tau exon 10 splicing-related tauopathies."
24627328,10.1042/BST0380977,"(1)Centro de Biología Molecular Severo Ochoa CSIC-UAM, Campus de la Universidad 
Autónoma de Madrid, 28049 Madrid, Spain. javila@cbm.uam.es
","
The MAP (microtubule-associated protein) tau binds to tubulin, the main 
component of MTs (microtubules), which results in the stabilization of MT 
polymers. Tau binds to the C-terminal of tubulin, like other MAPs (including 
motor proteins such as kinesin) and it therefore may compete with these proteins 
for the same binding site in the tubulin molecule. In pathological conditions, 
tau is the main component of aberrant protein aggregates found in 
neurodegenerative disorders known as tauopathies where tau is present in its 
hyperphosphorylated form. GSK3 (glycogen synthase kinase 3, also known as tau 
kinase I) has been described as one of the main kinases involved in tau 
modifications. We have analysed the role of phospho-tau as a neurotoxic agent. 
We have analysed a transgenic mouse model which overexpresses GSK3beta. In this 
transgenic mouse, a clear degeneration of the dentate gyrus, which increases 
with age, was found. In a double transgenic mouse, which overexpresses GSK3 and 
tau at the same time, dentate gyrus degeneration was dramatically increased. 
This result may suggest that phospho-tau may be toxic inside neurons of the 
dentate gyrus. Once neuronal degeneration takes place, intracellular tau is 
secreted to the extracellular space. The present review discusses the toxicity 
of this extracellular tau for surrounding neurons."
20658988,10.1007/s00115-019-0758-7,"(1)Klinik für Neurodegenerative Erkrankungen und Gerontopsychiatrie, 
Universitätsklinikum Bonn Venusberg, Campus 1, 53127, Bonn, Deutschland.
(2)Deutsches Zentrum für Neurodegenerative Erkrankungen, DZNE, Bonn, 
Deutschland.
(3)Klinik für Neurodegenerative Erkrankungen und Gerontopsychiatrie, 
Universitätsklinikum Bonn Venusberg, Campus 1, 53127, Bonn, Deutschland. 
anja.schneider@dzne.de.
(4)Deutsches Zentrum für Neurodegenerative Erkrankungen, DZNE, Bonn, 
Deutschland. anja.schneider@dzne.de.
","
Alzheimer's disease is histopathologically characterized by aggregation of two 
proteins, namely amyloid-beta peptide and tau protein. Whereas former 
intervention trials focused particularly on the amyloid pathology, recent 
therapeutic approaches are directed against the tau pathology. This article 
summarizes recent progress in anti-tau therapies, especially therapies based on 
anti-tau immunization and antisense oligonucleotides (ASO)."
31332452,10.2174/1874467214666210906125318,"(1)Mycobiology and Neurodegenerative Disease Research Lab, Department of 
Microbiology, School of Life Sciences, Central University of Tamil Nadu, 
Tiruvarur, India.
(2)Mr. & Mrs. Ko Chi-Ming Centre for Parkinson's Disease Research, School of 
Chinese Medicine, Hong Kong Baptist University, Kowloon Tong, Hong Kong SAR, 
China.
","

Alzheimer's disease (AD), a major form of dementia, has been reported to affect 
more than 50 million people worldwide. It is characterized by the presence of 
amyloid-β (Aβ) plaques and hyperphosphorylated Tau-associated neurofibrillary 
tangles in the brain. Apart from AD, microtubule (MT)-associated protein Tau is 
also involved in other neurodegenerative diseases called tauopathies, including 
Pick's disease, frontotemporal lobar degeneration, progressive supranuclear 
palsy, and corticobasal degeneration. The recent unsuccessful phase III clinical 
trials related to Aβ- targeted therapeutic drugs have indicated that alternative 
targets, such as Tau, should be studied to discover more effective and safer 
drugs. Recent drug discovery approaches to reduce AD-related Tau pathologies are 
primarily based on blocking Tau aggregation, inhibiting Tau phosphorylation, 
compensating impaired Tau function with MT-stabilizing agents, and targeting the 
degradation pathways in neuronal cells to degrade Tau protein aggregates. Owing 
to several limitations of the currently available Tau-directed drugs, further 
studies are required to generate further effective and safer Tau-based 
disease-modifying drugs. Here, we review the studies focused on medicinal plant- 
derived compounds capable of modulating the Tau protein, which is significantly 
elevated and hyperphosphorylated in AD and other tauopathies. We have mainly 
considered the studies focused on Tau protein as a therapeutic target. We have 
reviewed several pertinent papers retrieved from PubMed and ScienceDirect using 
relevant keywords, with a primary focus on the Tau-targeting compounds from 
medicinal plants. These compounds include indolines, phenolics, flavonoids, 
coumarins, alkaloids, and iridoids, which have been scientifically proven to be 
Tau-targeting candidates for the treatment of AD.

Copyright© Bentham Science Publishers; For any queries, please email at 
epub@benthamscience.net."
34488602,10.1007/s11427-006-2019-9,"(1)State Key Laboratory for Infectious Diseases Prevention and Control, National 
Institute for Viral Disease Control and Prevention, Chinese Center for Disease 
Control and Prevention, Beijing 100052, China.
","
Microtubule-associated protein tau is considered to play roles in many 
neurodegenerative diseases including some transmissible spongiform 
encephalopathies. To address the possible molecular linkage of prion protein 
(PrP) and tau, a GST-fusion segment of human tau covering the three-repeat 
region and various PrP segments was used in the tests of GST pull-down and 
immunoprecipitation. We found tau protein interacted with various style prion 
proteins such as native prion protein (PrPc) or protease-resistant isoform 
(PrPSc). Co-localization signals of tau and PrP were found in the CHO cell 
tranfected with both PrP and tau gene. The domain of interaction with tau was 
located at N-terminal of PrP (residues 23 to 91). The evidence of molecular 
interactions between PrP and tau protein highlights a potential role of tau in 
the biological function of PrP and the pathogenesis of TSEs."
17172055,10.2174/156720510793611592,"(1)Department of Neurochemistry, New York State Institute for Basic Research in 
Developmental Disabilities, 1050 Forest Hill Road, Staten Island, New York 
10314-6399, USA. khalid.iqbal.ibr@gmail.com
","
Tau is the major microtubule associated protein (MAP) of a mature neuron. The 
other two neuronal MAPs are MAP1 and MAP2. An established function of MAPs is 
their interaction with tubulin and promotion of its assembly into microtubules 
and stabilization of the microtubule network. The microtubule assembly promoting 
activity of tau, a phosphoprotein, is regulated by its degree of 
phosphorylation. Normal adult human brain tau contains 2-3 moles phosphate/mole 
of tau protein. Hyperphosphorylation of tau depresses this biological activity 
of tau. In Alzheimer disease (AD) brain tau is ~three to four-fold more 
hyperphosphorylated than the normal adult brain tau and in this 
hyperphosphorylated state it is polymerized into paired helical filaments ([PHF) 
admixed with straight filaments (SF) forming neurofibrillary tangles. Tau is 
transiently hyperphosphorylated during development and during anesthesia and 
hypothermia but not to the same state as in AD brain. The abnormally 
hyperphosphorylated tau in AD brain is distinguished from transiently 
hyperphosphorylated tau by its ability (1) to sequester normal tau, MAP1 and 
MAP2 and disrupt microtubules, and (2) to self-assemble into PHF/SF. The 
cytosolic abnormally hyperphosphorylated tau, because of oligomerization, unlike 
normal tau, is sedimentable and on self-assembly into PHF/SF, loses its ability 
to sequester normal MAPs. Some of the tau in AD brain is truncated which also 
promotes its self-assembly. Tau mutations found in frontotemporal dementia 
apparently promote its abnormal hyperphosphorylation. Thus, the AD abnormally 
hyperphosphorylated tau (1) is distinguishable from both normal and transiently 
hyperphosphorylated taus, and (2) is inhibitory when in a cytosolic/oligomeric 
state but not when it is self-assembled into PHF/SF. Inhibition of abnormal 
hyperphosphorylation of tau offers a promising therapeutic target for AD and 
related tauopathies."
20678074,10.1073/pnas.0802036105,"(1)Department of Physics, University of California, Santa Barbara, CA 93106, 
USA.
","

Tau is an intrinsically unstructured microtubule (MT)-associated protein capable 
of binding to and organizing MTs into evenly spaced parallel assemblies known as 
""MT bundles."" How tau achieves MT bundling is enigmatic because each tau 
molecule possesses only one MT-binding region. To dissect this complex behavior, 
we have used a surface forces apparatus to measure the interaction forces of the 
six CNS tau isoforms when bound to mica substrates in vitro. Two types of 
measurements were performed for each isoform: symmetric configuration 
experiments measured the interactions between two tau-coated mica surfaces, 
whereas ""asymmetric"" experiments examined tau-coated surfaces interacting with a 
smooth bare mica surface. Depending on the configuration (of which there were 
12), the forces were weakly adhesive, strongly adhesive, or purely repulsive. 
The equilibrium spacing was determined mainly by the length of the tau 
projection domain, in contrast to the adhesion force/energy, which was 
determined by the number of repeats in the MT-binding region. Taken together, 
the data are incompatible with tau acting as a monomer; rather, they indicate 
that two tau molecules associate in an antiparallel configuration held together 
by an electrostatic ""zipper"" of complementary salt bridges composed of the 
N-terminal and central regions of each tau monomer, with the C-terminal 
MT-binding regions extending outward from each end of the dimeric backbone. This 
tau dimer determines the length and strength of the linker holding two MTs 
together and could be the fundamental structural unit of tau, underlying both 
its normal and pathological action."
18495933,10.1111/j.1750-3639.1993.tb00724.x,"(1)Harvard Medical School, Brigham and Women's Hospital, Boston, MA 02115.

","Tau protein was a well-studied molecule before it was discovered in the 
Alzheimer neurofibrillary tangles. As a microtubule-associated protein (MAP), it 
continues to be of interest to microtubule biologists who have provided a rather 
rich knowledge about this protein. Recent work suggests that tau, a neuronal 
MAP, is capable of generating some features of an axonal shape and an axon-like 
organization of the cytoskeleton. The importance of tau in pathology stems from 
its relationship to Alzheimer paired helical filaments and dystrophic neurites. 
Tau was first believed to be a component of paired helical filaments based upon 
immunocytochemical grounds (1-6) and then conclusively demonstrated by protein 
chemical techniques (7-9). Most recently it was shown that bacterially expressed 
tau fragments from the microtubule-binding domain can self-assemble into paired 
helical filaments that resemble those from the Alzheimer brain (10)."
8269082,10.1080/14656566.2024.2345734,"(1)Department of Translational Biomedicine and Neuroscience ""DiBraiN"", 
University of Bari Aldo Moro, Bari, Italy.
(2)Department of Interdisciplinary Medicine, ""Cesare Frugoni"" Internal and 
Geriatric Medicine and Memory Unit, University of Bari Aldo Moro, Bari, Italy.
(3)Department of Orofacial Pain and Dysfunction, Academic Centre for Dentistry 
Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, 
Amsterdam, The Netherlands.
(4)Department of Neuroscience, Catholic University of Sacred Heart, Rome, Italy.
(5)Neurology Unit, IRCCS Fondazione Policlinico Universitario A. Gemelli, Rome, 
Italy.
(6)Translational Medicine and Health System Management, Department of Economy, 
University of Foggia, Foggia, Italy.
","

INTRODUCTION: Tauopathies are a spectrum of clinicopathological 
neurodegenerative disorders with increased aggregates included in glia and/or 
neurons of hyperphosphorylated insoluble tau protein, a microtubule-associated 
protein. Progressive supranuclear palsy (PSP) is an atypical 
dopaminergic-resistant parkinsonian syndrome, considered as a primary tauopathy 
with possible alteration of tau isoform ratio, and tau accumulations 
characterized by 4 R tau species as the main neuropathological lesions.
AREAS COVERED: In the present review article, we analyzed and discussed viable 
disease-modifying and some symptomatic pharmacological therapeutics for PSP 
syndrome (PSPS).
EXPERT OPINION: Pharmacological therapy for PSPS may interfere with the 
aggregation process or promote the clearance of abnormal tau aggregates. A 
variety of past and ongoing disease-modifying therapies targeting tau in PSPS 
included genetic, microtubule-stabilizing compounds, anti-phosphorylation, and 
acetylation agents, antiaggregant, protein removal, antioxidant neuronal and 
synaptic growth promotion therapies. New pharmacological gene-based approaches 
may open alternative prevention pathways for the deposition of abnormal tau in 
PSPS such as antisense oligonucleotide (ASO)-based drugs. Moreover, kinases and 
ubiquitin-proteasome systems could also be viable targets."
